Filepath,Filename,Transcript
Read_Speech_Data/Read_Speech_Data/8Y/Boys_8/M2/M2_01,M2_01_06.wav,Nature is as caring as our mother. It's always sweet like her.
Read_Speech_Data/Read_Speech_Data/8Y/Boys_8/M2/M2_01,M2_01_07.wav,The nature is very attractive and full of my favorite green color.
Read_Speech_Data/Read_Speech_Data/8Y/Boys_8/M2/M2_01,M2_01_08.wav,I love my family and in the future I want to make my family proud.
Read_Speech_Data/Read_Speech_Data/8Y/Boys_8/M2/M2_01,M2_01_09.wav,Mom and Dad arrived at the bus station early but waited until the bus came.
Read_Speech_Data/Read_Speech_Data/8Y/Boys_8/M2/M2_01,M2_01_10.wav,I don't have time to go with you. I am playing cricket.
Read_Speech_Data/Read_Speech_Data/8Y/Boys_8/M3/M3_01,M3_01_01.wav,The oldest member of the family is my grandmother and the youngest member of the family is my baby brother.
Read_Speech_Data/Read_Speech_Data/8Y/Boys_8/M3/M3_01,M3_01_02.wav,Dogs eat bones. Micky likes bikes. Elsa wants a book. Adam plays basketball.
Read_Speech_Data/Read_Speech_Data/8Y/Boys_8/M3/M3_01,M3_01_03.wav,I don't have time to go with you. I am playing cricket.
Read_Speech_Data/Read_Speech_Data/8Y/Boys_8/M3/M3_01,M3_01_04.wav,Nature is as caring as our mother. It is always sweet like her.
Read_Speech_Data/Read_Speech_Data/8Y/Boys_8/M3/M3_01,M3_01_05.wav,Mom and Dad arrived at the bus station early but waited until the bus came.
Read_Speech_Data/Read_Speech_Data/8Y/Boys_8/M3/M3_01,M3_01_06.wav, The nature is very attractive and full of my favorite green color.
Read_Speech_Data/Read_Speech_Data/8Y/Boys_8/M3/M3_01,M3_01_07.wav,"Nature gives us fruits, vegetables, and grains to eat."
Read_Speech_Data/Read_Speech_Data/8Y/Boys_8/M3/M3_01,M3_01_08.wav,We should respect and love all members of the family.
Read_Speech_Data/Read_Speech_Data/8Y/Boys_8/M3/M3_01,M3_01_09.wav,"20, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 2, 1."
Read_Speech_Data/Read_Speech_Data/8Y/Boys_8/M3/M3_01,M3_01_10.wav,I love my family and in the future I want to make my family proud.
Read_Speech_Data/Read_Speech_Data/8Y/Boys_8/M4/M4_01,M4_01_01.wav,We should respect and love all members of the family.
Read_Speech_Data/Read_Speech_Data/8Y/Boys_8/M4/M4_01,M4_01_02.wav,The oldest member of the family is my grandfather and the youngest member of the family is my baby brother.
Read_Speech_Data/Read_Speech_Data/8Y/Boys_8/M4/M4_01,M4_01_03.wav,Dog eats bones. Mike likes bikes. Elsa wants a book. Adam plays basketball.
Read_Speech_Data/Read_Speech_Data/8Y/Boys_8/M4/M4_01,M4_01_04.wav,Mom and Dad arrived at the bus station but waited until the bus came.
Read_Speech_Data/Read_Speech_Data/8Y/Boys_8/M4/M4_01,M4_01_05.wav,"20, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 2, 1."
Read_Speech_Data/Read_Speech_Data/8Y/Boys_8/M4/M4_01,M4_01_06.wav,I don't have time to go with you. I am playing cricket.
Read_Speech_Data/Read_Speech_Data/8Y/Boys_8/M4/M4_01,M4_01_07.wav,The nature is very attractive and full of my favorite green color.
Read_Speech_Data/Read_Speech_Data/8Y/Boys_8/M4/M4_01,M4_01_08.wav,"Nature gives us fruits, vegetables, and grains to eat."
Read_Speech_Data/Read_Speech_Data/8Y/Boys_8/M4/M4_01,M4_01_09.wav,I love my family and in the future I want to make my family proud.
Read_Speech_Data/Read_Speech_Data/8Y/Boys_8/M4/M4_01,M4_01_10.wav,Nature is as caring as our mother. It's always sweet like her.
Read_Speech_Data/Read_Speech_Data/8Y/Boys_8/M5/M5_01,M5_01_01.wav,The oldest member of the family is my grandfather and the youngest member of the family is my baby brother.
Read_Speech_Data/Read_Speech_Data/8Y/Boys_8/M5/M5_01,M5_01_02.wav,We should respect and love all members of the family.
Read_Speech_Data/Read_Speech_Data/8Y/Boys_8/M5/M5_01,M5_01_03.wav,"20, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 2, 1."
Read_Speech_Data/Read_Speech_Data/8Y/Boys_8/M5/M5_01,M5_01_04.wav,"Nature gives us fruits, vegetables, and grains to eat."
Read_Speech_Data/Read_Speech_Data/8Y/Boys_8/M5/M5_01,M5_01_05.wav,Dogs eat bones. Mike likes bikes. Elsa wants a book. Adam plays basketball.
Read_Speech_Data/Read_Speech_Data/8Y/Boys_8/M5/M5_01,M5_01_06.wav,Nature is as caring as our mother. It's always sweet like her.
Read_Speech_Data/Read_Speech_Data/8Y/Boys_8/M5/M5_01,M5_01_07.wav,The nature is very attractive and full of my favorite green color.
Read_Speech_Data/Read_Speech_Data/8Y/Boys_8/M5/M5_01,M5_01_08.wav,I love my family and in the future I want to make my family proud.
Read_Speech_Data/Read_Speech_Data/8Y/Boys_8/M5/M5_01,M5_01_09.wav,Mom and Dad arrived at the bus station early but waited until the bus came.
Read_Speech_Data/Read_Speech_Data/8Y/Boys_8/M5/M5_01,M5_01_10.wav,I don't have time to go with you. I am playing cricket.
Read_Speech_Data/Read_Speech_Data/8Y/Girls_8/F1/F1_01,F1_01_01.wav,The oldest member of my family is my grandfather and the youngest member of my family is my baby brother.
Read_Speech_Data/Read_Speech_Data/8Y/Girls_8/F1/F1_01,F1_01_02.wav,Dogs eat bones. Mike likes bikes. Elsa wants a book. Adam plays basketball.
Read_Speech_Data/Read_Speech_Data/8Y/Girls_8/F1/F1_01,F1_01_03.wav,The nature is very attractive and full of my favorite green color.
Read_Speech_Data/Read_Speech_Data/8Y/Girls_8/F1/F1_01,F1_01_04.wav,"Nature gives us fruits, vegetables, and grains to eat."
Read_Speech_Data/Read_Speech_Data/8Y/Girls_8/F1/F1_01,F1_01_05.wav,Nature is as caring as our mother. It's always sweet like her.
Read_Speech_Data/Read_Speech_Data/8Y/Girls_8/F1/F1_01,F1_01_06.wav,Mom and Dad arrived at the bus station early but waited until the bus came.
Read_Speech_Data/Read_Speech_Data/8Y/Girls_8/F1/F1_01,F1_01_07.wav,We should respect and love all members of the family.
Read_Speech_Data/Read_Speech_Data/8Y/Girls_8/F1/F1_01,F1_01_08.wav,"20, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 2, 1."
Read_Speech_Data/Read_Speech_Data/8Y/Girls_8/F1/F1_01,F1_01_09.wav,I love my family and in the future I want to make my family proud.
Read_Speech_Data/Read_Speech_Data/8Y/Girls_8/F1/F1_01,F1_01_10.wav,I don't have time to go with you. I am playing cricket.
Read_Speech_Data/Read_Speech_Data/8Y/Girls_8/F2/F2_01,F2_01_01.wav,Mom and Dad arrived at the bus station early but waited until the bus came.
Read_Speech_Data/Read_Speech_Data/8Y/Girls_8/F2/F2_01,F2_01_02.wav,The nature is very attractive and full of my favorite green color.
Read_Speech_Data/Read_Speech_Data/8Y/Girls_8/F2/F2_01,F2_01_03.wav,Nature is as caring as our mother. It's always sweet like her.
Read_Speech_Data/Read_Speech_Data/8Y/Girls_8/F2/F2_01,F2_01_04.wav,"20, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 2, 1."
Read_Speech_Data/Read_Speech_Data/8Y/Girls_8/F2/F2_01,F2_01_05.wav,I don't have time to play with you. I am playing cricket.
Read_Speech_Data/Read_Speech_Data/8Y/Girls_8/F2/F2_01,F2_01_06.wav,We should respect and love all members of the family.
Read_Speech_Data/Read_Speech_Data/8Y/Girls_8/F2/F2_01,F2_01_07.wav,"Nature gives us fruits, vegetables, and grains to eat."
Read_Speech_Data/Read_Speech_Data/8Y/Girls_8/F2/F2_01,F2_01_08.wav,I love my family and in the future I want to make my family proud.
Read_Speech_Data/Read_Speech_Data/8Y/Girls_8/F2/F2_01,F2_01_09.wav,The oldest member of the family is my grandfather and the youngest member of my family is my baby brother.
Read_Speech_Data/Read_Speech_Data/8Y/Girls_8/F2/F2_01,F2_01_10.wav,Dog eats bones. Mike likes bikes. Elsa wants a book. Adam plays basketball.
Read_Speech_Data/Read_Speech_Data/8Y/Girls_8/F3/F3_01,F3_01_01.wav,Mom and Dad arrived at the bus station early but waited until the bus came.
Read_Speech_Data/Read_Speech_Data/8Y/Girls_8/F3/F3_01,F3_01_02.wav,"20, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 2, 1."
Read_Speech_Data/Read_Speech_Data/8Y/Girls_8/F3/F3_01,F3_01_03.wav,I don't have time to go with you. I am playing cricket.
Read_Speech_Data/Read_Speech_Data/8Y/Girls_8/F3/F3_01,F3_01_04.wav,I love my family and in the future I want to make my family proud.
Read_Speech_Data/Read_Speech_Data/8Y/Girls_8/F3/F3_01,F3_01_05.wav,The oldest member of the family is my grandfather and the youngest member of my family is my baby brother.
Read_Speech_Data/Read_Speech_Data/8Y/Girls_8/F3/F3_01,F3_01_06.wav,Nature is as caring as our mother. It's always sweet like her.
Read_Speech_Data/Read_Speech_Data/8Y/Girls_8/F3/F3_01,F3_01_07.wav,"Nature gives us fruits, vegetables, and grains to eat."
Read_Speech_Data/Read_Speech_Data/8Y/Girls_8/F3/F3_01,F3_01_08.wav,We should respect and love all members of the family.
Read_Speech_Data/Read_Speech_Data/8Y/Girls_8/F3/F3_01,F3_01_09.wav,Dogs eat bones. Mike likes bikes. Elsa wants a book. Adam plays basketball.
Read_Speech_Data/Read_Speech_Data/8Y/Girls_8/F3/F3_01,F3_01_10.wav,The nature is very attractive and full of my favorite green color.
Read_Speech_Data/Read_Speech_Data/8Y/Girls_8/F4/F4_01,F4_01_01.wav,The oldest member of my family is my grandfather and the youngest member of my family is my baby brother.
Read_Speech_Data/Read_Speech_Data/8Y/Girls_8/F4/F4_01,F4_01_02.wav,We should respect and love all members of the family.
Read_Speech_Data/Read_Speech_Data/8Y/Girls_8/F4/F4_01,F4_01_03.wav,I don't have time to go with you. I am playing cricket.
Read_Speech_Data/Read_Speech_Data/8Y/Girls_8/F4/F4_01,F4_01_04.wav,The nature is very attractive and full of my favorite green color.
Read_Speech_Data/Read_Speech_Data/8Y/Girls_8/F4/F4_01,F4_01_05.wav,Mom and Dad arrived at the bus station early but waited until the bus came.
Read_Speech_Data/Read_Speech_Data/8Y/Girls_8/F4/F4_01,F4_01_06.wav,"20, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 2, 1."
Read_Speech_Data/Read_Speech_Data/8Y/Girls_8/F4/F4_01,F4_01_07.wav,"Nature gives us fruits, vegetables, and grains to eat."
Read_Speech_Data/Read_Speech_Data/8Y/Girls_8/F4/F4_01,F4_01_08.wav,Dogs eat bones. Mike likes bikes. Elsa wants a book. Adam plays basketball.
Read_Speech_Data/Read_Speech_Data/8Y/Girls_8/F4/F4_01,F4_01_09.wav,I love my family and in the future I want to make my family proud.
Read_Speech_Data/Read_Speech_Data/8Y/Girls_8/F4/F4_01,F4_01_10.wav,Nature is as caring as our mother. It's always sweet like her.
Read_Speech_Data/Read_Speech_Data/8Y/Girls_8/F5/F5_01,F5_01_01.wav,Mom and Dad arrived at the bus station early but waited until the bus came.
Read_Speech_Data/Read_Speech_Data/8Y/Girls_8/F5/F5_01,F5_01_02.wav,I don't have time to go with you. I am playing cricket.
Read_Speech_Data/Read_Speech_Data/8Y/Girls_8/F5/F5_01,F5_01_03.wav,I love my family and in the future I want to make my family proud.
Read_Speech_Data/Read_Speech_Data/8Y/Girls_8/F5/F5_01,F5_01_04.wav,Nature is caring as our mother. It's always sweet like her.
Read_Speech_Data/Read_Speech_Data/8Y/Girls_8/F5/F5_01,F5_01_05.wav,We should respect and love all members of the family.
Read_Speech_Data/Read_Speech_Data/8Y/Girls_8/F5/F5_01,F5_01_06.wav,"20, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 2, 1."
Read_Speech_Data/Read_Speech_Data/8Y/Girls_8/F5/F5_01,F5_01_07.wav,The nature is very attractive and full of my favorite green color.
Read_Speech_Data/Read_Speech_Data/8Y/Girls_8/F5/F5_01,F5_01_08.wav,"Nature gives us fruits, vegetables, and grains to eat."
Read_Speech_Data/Read_Speech_Data/8Y/Girls_8/F5/F5_01,F5_01_09.wav,The oldest member of my family is grandfather and the youngest member of my family is baby brother.
Read_Speech_Data/Read_Speech_Data/8Y/Girls_8/F5/F5_01,F5_01_10.wav,Dogs eat bones. Mike likes bikes. Elsa wants a book. Adam plays basketball.
Read_Speech_Data/Read_Speech_Data/9Y/Boys_9/M6/M6_01,M6_01_01.wav,Mom and Dad arrived at the bus station early but waited until the bus came.
Read_Speech_Data/Read_Speech_Data/9Y/Boys_9/M6/M6_01,M6_01_02.wav,Dog eats bones. Mike likes bikes. Elsa wants a book. Adam plays basketball.
Read_Speech_Data/Read_Speech_Data/9Y/Boys_9/M6/M6_01,M6_01_03.wav,The nature is very attractive and full of my favorite green color.
Read_Speech_Data/Read_Speech_Data/9Y/Boys_9/M6/M6_01,M6_01_04.wav,I love my family and the future I want to make my family proud.
Read_Speech_Data/Read_Speech_Data/9Y/Boys_9/M6/M6_01,M6_01_05.wav,The oldest member of the family is my grandfather and the youngest member of my family is my baby brother.
Read_Speech_Data/Read_Speech_Data/9Y/Boys_9/M6/M6_01,M6_01_06.wav,I don't have time to go with you. I am playing cricket.
Read_Speech_Data/Read_Speech_Data/9Y/Boys_9/M6/M6_01,M6_01_07.wav,Nature is caring as our mother. It's always sweet like her.
Read_Speech_Data/Read_Speech_Data/9Y/Boys_9/M6/M6_01,M6_01_08.wav,We should respect and love all members of the family.
Read_Speech_Data/Read_Speech_Data/9Y/Boys_9/M6/M6_01,M6_01_09.wav,"20, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 2, 1."
Read_Speech_Data/Read_Speech_Data/9Y/Boys_9/M6/M6_01,M6_01_10.wav,"Nature gives us fruits, vegetables, and grains to eat."
Read_Speech_Data/Read_Speech_Data/9Y/Boys_9/M7/M7_01,M7_01_01.wav,The oldest member of the family is my grandfather and the youngest member of my family is my baby brother.
Read_Speech_Data/Read_Speech_Data/9Y/Boys_9/M7/M7_01,M7_01_02.wav,We should respect and love all members of the family.
Read_Speech_Data/Read_Speech_Data/9Y/Boys_9/M7/M7_01,M7_01_03.wav,"20, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 2, 1."
Read_Speech_Data/Read_Speech_Data/9Y/Boys_9/M7/M7_01,M7_01_04.wav,I love my family and in the future I want to make my family proud.
Read_Speech_Data/Read_Speech_Data/9Y/Boys_9/M7/M7_01,M7_01_05.wav,The nature is very attractive and full of my favorite color green.
Read_Speech_Data/Read_Speech_Data/9Y/Boys_9/M7/M7_01,M7_01_06.wav,Nature is as caring as our mother. It's always sweet like her.
Read_Speech_Data/Read_Speech_Data/9Y/Boys_9/M7/M7_01,M7_01_07.wav,Mom and Dad arrived at the bus station early but waited until the bus came.
Read_Speech_Data/Read_Speech_Data/9Y/Boys_9/M7/M7_01,M7_01_08.wav,Dogs eat bones. Mike likes bikes. Elsa wants a book. Adam plays basketball.
Read_Speech_Data/Read_Speech_Data/9Y/Boys_9/M7/M7_01,M7_01_09.wav,"Nature gives us fruits, vegetables, and grains to eat."
Read_Speech_Data/Read_Speech_Data/9Y/Boys_9/M7/M7_01,M7_01_10.wav,I don't have time to go with you. I am playing cricket.
Read_Speech_Data/Read_Speech_Data/9Y/Boys_9/M8/M8_01,M8_01_01.wav,We should respect and love all members of the family.
Read_Speech_Data/Read_Speech_Data/9Y/Boys_9/M8/M8_01,M8_01_02.wav,I love my family and in the future I want to make my family proud.
Read_Speech_Data/Read_Speech_Data/9Y/Boys_9/M8/M8_01,M8_01_03.wav,Dogs eat bones. Mike likes bikes. Elsa wants a book. Adam plays basketball.
Read_Speech_Data/Read_Speech_Data/9Y/Boys_9/M8/M8_01,M8_01_04.wav,The nature is very attractive and full of my favorite green color.
Read_Speech_Data/Read_Speech_Data/9Y/Boys_9/M8/M8_01,M8_01_05.wav,Nature is as caring as our mother. It is always sweet like her.
Read_Speech_Data/Read_Speech_Data/9Y/Boys_9/M8/M8_01,M8_01_06.wav,I don't have time to go with you. I am playing cricket.
Read_Speech_Data/Read_Speech_Data/9Y/Boys_9/M8/M8_01,M8_01_07.wav,"Nature gives us fruits, vegetables, and grains to eat."
Read_Speech_Data/Read_Speech_Data/9Y/Boys_9/M8/M8_01,M8_01_08.wav,The oldest member of the family is my grandfather and the youngest member of my family is my brother of
Read_Speech_Data/Read_Speech_Data/9Y/Boys_9/M8/M8_01,M8_01_09.wav,"20, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 2, 1."
Read_Speech_Data/Read_Speech_Data/9Y/Boys_9/M8/M8_01,M8_01_10.wav,Mom and Dad arrived at the bus station early but waited until the bus came.
Read_Speech_Data/Read_Speech_Data/9Y/Boys_9/M9/M9_01,M9_01_01.wav,The oldest membef of my family is my grandfather and the youngest member of the family is my baby brother.
Read_Speech_Data/Read_Speech_Data/9Y/Boys_9/M9/M9_01,M9_01_02.wav,We should respect and love all members of the family.
Read_Speech_Data/Read_Speech_Data/9Y/Boys_9/M9/M9_01,M9_01_03.wav,"20, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 2, 1."
Read_Speech_Data/Read_Speech_Data/9Y/Boys_9/M9/M9_01,M9_01_04.wav,I don't have time to go with you. I am playing cricket.
Read_Speech_Data/Read_Speech_Data/9Y/Boys_9/M9/M9_01,M9_01_05.wav,"Dogs eat bones, Mike likes bikes, Elsa wants a book, and Adam plays basketball."
Read_Speech_Data/Read_Speech_Data/9Y/Boys_9/M9/M9_01,M9_01_06.wav,Mom and Dad arrived at the bus station early but waited until the bus came.
Read_Speech_Data/Read_Speech_Data/9Y/Boys_9/M9/M9_01,M9_01_07.wav,The nature is a very attractive and full of my favorite green color. 
Read_Speech_Data/Read_Speech_Data/9Y/Boys_9/M9/M9_01,M9_01_08.wav,I love my family and in the future I want to make my family proud.
Read_Speech_Data/Read_Speech_Data/9Y/Boys_9/M9/M9_01,M9_01_09.wav,"Nature gives us fruits, vegetables, and grains to eat."
Read_Speech_Data/Read_Speech_Data/9Y/Boys_9/M9/M9_01,M9_01_10.wav,Nature is as caring as our mother. It's always sweet like her.
Read_Speech_Data/Read_Speech_Data/9Y/Boys_9/M10/M10_01,M10_01_01.wav,We should respect and love all members of the family.
Read_Speech_Data/Read_Speech_Data/9Y/Boys_9/M10/M10_01,M10_01_02.wav,Dog eats bones. Mike likes bikes. Elsa wants a book. Adam plays basketball.
Read_Speech_Data/Read_Speech_Data/9Y/Boys_9/M10/M10_01,M10_01_03.wav,"20, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 2, 1."
Read_Speech_Data/Read_Speech_Data/9Y/Boys_9/M10/M10_01,M10_01_04.wav,"Nature gives us fruits, vegetables, and grains to eat."
Read_Speech_Data/Read_Speech_Data/9Y/Boys_9/M10/M10_01,M10_01_05.wav,I love my family and in the future I want to make my family proud.
Read_Speech_Data/Read_Speech_Data/9Y/Boys_9/M10/M10_01,M10_01_06.wav,Mother and Dad arrived at the bus station early but waited until the bus came.
Read_Speech_Data/Read_Speech_Data/9Y/Boys_9/M10/M10_01,M10_01_07.wav,The oldest member of the family is my grandfather and the youngest member of my family is my baby brother.
Read_Speech_Data/Read_Speech_Data/9Y/Boys_9/M10/M10_01,M10_01_08.wav,I do not have time to go with you. I am playing cricket.
Read_Speech_Data/Read_Speech_Data/9Y/Boys_9/M10/M10_01,M10_01_09.wav,Nature is as caring as our mother. It's always sweet like her.
Read_Speech_Data/Read_Speech_Data/9Y/Boys_9/M10/M10_01,M10_01_10.wav,The nature is very attractive and full of my favorite green color.
Read_Speech_Data/Read_Speech_Data/9Y/Girls_9/F6/F6_01,F6_01_01.wav,Mom and Dad arrived at the bus station early but waited until the bus came.
Read_Speech_Data/Read_Speech_Data/9Y/Girls_9/F6/F6_01,F6_01_02.wav,"Nature gives us fruits, vegetables, and grains to eat."
Read_Speech_Data/Read_Speech_Data/9Y/Girls_9/F6/F6_01,F6_01_03.wav,The oldest member of the family is my grandfather and the youngest member of the family is my baby brother.
Read_Speech_Data/Read_Speech_Data/9Y/Girls_9/F6/F6_01,F6_01_04.wav,We should respect and love all members of the family.
Read_Speech_Data/Read_Speech_Data/9Y/Girls_9/F6/F6_01,F6_01_05.wav,Dogs eat bones. Mike likes bikes. Elsa wants a book. Adam plays basketball.
Read_Speech_Data/Read_Speech_Data/9Y/Girls_9/F6/F6_01,F6_01_06.wav,"20, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 2, 1."
Read_Speech_Data/Read_Speech_Data/9Y/Girls_9/F6/F6_01,F6_01_07.wav,The nature is very attractive and full of my favorite green color.
Read_Speech_Data/Read_Speech_Data/9Y/Girls_9/F6/F6_01,F6_01_08.wav,I love my family and in the future I want to make my family proud.
Read_Speech_Data/Read_Speech_Data/9Y/Girls_9/F6/F6_01,F6_01_09.wav,Nature is caring as our mother. It is always sweet like her.
Read_Speech_Data/Read_Speech_Data/9Y/Girls_9/F6/F6_01,F6_01_10.wav,I don't have time to go with you. I am playing cricket.
Read_Speech_Data/Read_Speech_Data/9Y/Girls_9/F7/F7_01,F7_01_01.wav,"20, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 2, 1."
Read_Speech_Data/Read_Speech_Data/9Y/Girls_9/F7/F7_01,F7_01_02.wav,The nature is very attractive and full of my favorite green color.
Read_Speech_Data/Read_Speech_Data/9Y/Girls_9/F7/F7_01,F7_01_03.wav,I love my family. In the future I want to make my family proud.
Read_Speech_Data/Read_Speech_Data/9Y/Girls_9/F7/F7_01,F7_01_04.wav,Mom and Dad arrived at the bus station early but waited until the bus came.
Read_Speech_Data/Read_Speech_Data/9Y/Girls_9/F7/F7_01,F7_01_05.wav,The oldest member of the family is my grandfather and the youngest member of my family is my baby brother.
Read_Speech_Data/Read_Speech_Data/9Y/Girls_9/F7/F7_01,F7_01_06.wav,We should respect and love all members of the family.
Read_Speech_Data/Read_Speech_Data/9Y/Girls_9/F7/F7_01,F7_01_07.wav,Dog eat bones. Mike likes bikes. Elsa wants a book. Adam plays basketball.
Read_Speech_Data/Read_Speech_Data/9Y/Girls_9/F7/F7_01,F7_01_08.wav,"Nature gives us fruit, vegetables, and grains to eat."
Read_Speech_Data/Read_Speech_Data/9Y/Girls_9/F7/F7_01,F7_01_09.wav,Nature is as caring as our mother. It's always sweet like her.
Read_Speech_Data/Read_Speech_Data/9Y/Girls_9/F7/F7_01,F7_01_10.wav,I don't have time to go with you. I am playing cricket.
Read_Speech_Data/Read_Speech_Data/9Y/Girls_9/F8/F8_01,F8_01_01.wav,Mom and Dad arrived at the bus station early but waited until the bus came.
Read_Speech_Data/Read_Speech_Data/9Y/Girls_9/F8/F8_01,F8_01_02.wav,"Nature gives us fruits, vegetables, and grains to eat."
Read_Speech_Data/Read_Speech_Data/9Y/Girls_9/F8/F8_01,F8_01_03.wav,I love my family and in the future I want to make my family proud.
Read_Speech_Data/Read_Speech_Data/9Y/Girls_9/F8/F8_01,F8_01_04.wav,Nature is as caring as our mother. It's always sweet like her.
Read_Speech_Data/Read_Speech_Data/9Y/Girls_9/F8/F8_01,F8_01_05.wav,I don't have time to go with you. I am playing cricket.
Read_Speech_Data/Read_Speech_Data/9Y/Girls_9/F8/F8_01,F8_01_06.wav,We should respect and love all members of the family.
Read_Speech_Data/Read_Speech_Data/9Y/Girls_9/F8/F8_01,F8_01_07.wav,Dogs eat bones. Mike likes bikes. Elsa wants a book. Adam plays basketball.
Read_Speech_Data/Read_Speech_Data/9Y/Girls_9/F8/F8_01,F8_01_08.wav,The nature is very attractive and full of my favorite green color.
Read_Speech_Data/Read_Speech_Data/9Y/Girls_9/F8/F8_01,F8_01_09.wav,The oldest member of the family is my grandfather and the youngest member of my family is my baby brother.
Read_Speech_Data/Read_Speech_Data/9Y/Girls_9/F8/F8_01,F8_01_10.wav,"20, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 2, 1."
Read_Speech_Data/Read_Speech_Data/9Y/Girls_9/F9/F9_01,F9_01_01.wav,The oldest member of the family is my grandfather and the youngest member of my family is my baby brother.
Read_Speech_Data/Read_Speech_Data/9Y/Girls_9/F9/F9_01,F9_01_02.wav,"20, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 2, 1."
Read_Speech_Data/Read_Speech_Data/9Y/Girls_9/F9/F9_01,F9_01_03.wav,I don't have time to go with you. I am playing cricket.
Read_Speech_Data/Read_Speech_Data/9Y/Girls_9/F9/F9_01,F9_01_04.wav,I love my family and in the future I want to make my family proud.
Read_Speech_Data/Read_Speech_Data/9Y/Girls_9/F9/F9_01,F9_01_05.wav,Mom and Dad arrived at the bus station early but waited until the bus came.
Read_Speech_Data/Read_Speech_Data/9Y/Girls_9/F9/F9_01,F9_01_06.wav,Dogs eat bones. Mike likes bikes. Elsa wants a book. Adam plays basketball.
